Albanien;;
3;Ist die Reise anstrengend?;Es sind keine Wanderungen vorgesehen, eher Spaziergänge. Bitte beachte beim Kofferpacken, dass es in einigen Orten auf der Reise vorwiegend Kopfsteinpflaster und viele Treppen gibt, sodass du auch für einen Stadtspaziergang geeignetes Schuhwerk benötigst.
Norwegen;;
Nr.;Frage;Antwort
1;wo sind die Voucher?;bei Gruppentransfer nicht notwendig hat die Reiseleitung, bei unterschiedlichen Anreisen mit den Ulas
2;Sitzplatzreservierung vorab möglich ;Standard Sitzplatz 25 € pro Person und Strecke / XL-Sitzplatz 45 € pro Person und Strecke
3;Aktivitätslevel;einfach
4;Tipps zur Kleidung;Zwiebellook & im Sommer Schlafmaske & Sonnenbrille, da lange Tage & kurze Nächte, (wärmender Pullover, Windjacke/Regenjacke stabile Turnschuhe oder leichte Wanderschuhe)
5;Nebenkosten vor Ort ;Für Ihre Reise sollten Sie pro Woche etwa 300 bis 400 € pro Person
6;Aufgabegepäck bei LH ?;in der ECO 23KG pro Person / bei Business 32KG
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Im Hotel Senja teilen sich die Gäste ein Apartment (NUR BEI NOLOF);edoch ist nur der Wohnbereich zur gemeinsamen Nutzung. Jedes EZ/DZ hat ein eigenes Schlafzimmer und ein eigenes Bad. Auch mit Schlüssel um Ihren bereich zu verschließen.
2;;
3;;
Portugal;;
Nr.;Frage;Antwort
1;;
2;
3;Haben die Unterkünfte Duschmittel?;In der Regel bieten die Unterkünfte kleine Dusch- und Shampooproben an. Wir empfehlen dennoch zusätzlich in kleinerer Menge Duschgel/Shampoo mitzunehmen. 
4;Muss ich gut zu Fuß sein? ;Eine gewisse Grundfitness sollte vorhanden sein. Stadtbesichtigungen zum Beispiel erfolgen hauptsächlich zu Fuß und viele Sehenswürdigkeiten, wie zum Beispiel die Christusritterburg in Tomar, hat sehr viele Treppen. 
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Rumänien;;
Nr.;Frage;Antwort
1;gibt es im Kloster Strom;ja in den Gästeräumen gibt es Strom
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Schottland;;
Nr.;Frage;Antwort
1;Ist die Tour anstrengend, muss man gut zu Fuß sein?;Tour ist nicht anstrengend, man muss nicht gut zu Fuß sein. Man fährt die meiste Zeit, hat ab-, und an Stopps. Die meiste Zeit zu Fuß dann tatsächlich in den Städten.
2;Wie lange fährt man so circa täglich?;Ganz unterschiedlich, so circa 4-5 Stunden.
3;Fährt man mit dem Harry Potter Zug oder sieht man ihn zumindest?;Nein, man fährt nicht mit dem Zug. Man hält dort an und kann Fotos machen, keine Garantie, dass der Zug vorbei fährt.
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Schweden;;
Nr.;Frage;Antwort
1;benötigen wir Winterkleidung für die Huskyfahrt?;nein,die Agt stellt Winterbekleidung zur Verfügung, bitte lasse uns dafür deine Kleider- und Schuhgröße zukommen
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Spanien;;
Nr.;Frage;Antwort
1;Beste Reisezeit;"Frühjahr bis Herbst; ESALH: nicht über den heißen Sommer (keine Abreisen im Juli/ August); ESVER: Nordspanien kühler, daher auch im Sommer möglich"
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Wird die Alhambra von innen und außen besucht? Genügend Zeit?;"Beides ""ja"" - umfangreicher Besuch, sowohl der Paläste, als auch der Gärten"
2;Kann man die Wanderungen auslassen?;Ja, hier finden sich vor Ort Möglichkeiten, was man anstelle der Wanedrung machen kann bzw. es wird ein Treffpunkt ausgemacht, wo man sich anschließend wieder zusammen findet
3;;
