Argentinien/Chile;;
2;Wie schwer sind die Wanderungen?;Je nach Reise ist es unterschiedlich.
3;Braucht man eine gute Kondition, um alle Touren mitzumachen?;"Nein, i.d.R.  Reicht eine ""normale"" Kondition aus."
4;In welcher Höhe ist man maximal unterwegs?;Je nach Reise ist es unterschiedlich.
5;Welche Unterschiede gibt es zwischen der Pazifik- und Karibik bei Fauna und Flora?;
6;Welche Stromadapter brauche ich?;Am besten hier schauen: https://www.welt-steckdosen.de/
7;Wie lange dauert der Flug?;Von Frankfurt nach San José nonstopp ca. 12h
8;"Kann ich auch mal ""aussetzen"" mit den Touren/Ausflügen?";Frag die RL an welchem Tag du im Hotel bleiben kannst, weil dieselbe Unterkunft wie am Vortag oder du fährst mit und wartest am/im Bus. 
9;Muss ich Moskitonetze mitbringen?;Nein, die Unterkünfte sind ausgestattet. 
10;Schuhwerk;Feste Schuhe mit guter Profilsohle, schon eingetragen
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;CRMON: gibt es in allen Unterkünften im Regenwald Internetzugang?;
2;;
3;;
Ecuador;;
Nr.;Frage;Antwort
1;Wann ist die beste Reisezeit für Ecuador?;Ecuador ist ein ganzjähriges Reiseziel. Die meisten Regionen haben eine Regen- und Trockenzeit. Welche Reisezeit für dich am besten geeignet ist, ist auch davon abhängig, worauf dein Fokus liegt (z. B. Tierbeobachtungen auf Galápagos). Kontaktiere zu diesem Thema gern unsere Erlebnisberatung.
2;Welche Impfungen brauche ich für Ecuador?;Ecuador schreibt für alle Personen unter 60 Jahren eine Gelbfieberimpfung vor, wenn man aus einem Gelbfiebergebiet (z. B. Peru) einreist. Bei direkter Einreise aus Europa ist keine Impfung verpflichtend. Wenden Sie sich bei Fragen rund ums Thema Impfungen am besten an Ihre Hausarztpraxis oder z. B. das BCRT.
3;Welche Währung brauche ich für Ecuador?;In Ecuador wird mit US-Dollar bezahlt, es gibt dort keine eigene Landeswährung mehr.
4;Muss ich vor der Reise Euro in Landeswährung tauschen?;Wenn du noch US-Dollar von einer vergangenen Reise hast, nimm diese gern mit. Ansonsten kannst du problemlos vor Ort Euro in US-Dollar tauschen. In den meisten Orten kannst du auch mit deiner Kreditkarte US-Dollar abheben.
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Ist man auf der Reise in Malariagebieten unterwegs?;Nein, die Reiseroute befindet sich vollständig außerhalb von Malariagebieten. Guter Insektenschutz ist trotzdem sehr zu Empfehlen, besonders im Regenwald und auf Galápagos.
2;Sind die Wanderungen auf der Reise anstrengend?;Die meisten inbegriffenen Wanderungen sind leicht bis mittelschwer. Für die Wanderung im Regenwald ist aufgrund steiler Abhänge und des matschigen Untergrundes sehr gute Trittsicherheit erforderlich.
3;Wie viel Gepäck ist bei den Inlandsflügen nach und von Galápagos inbegriffen?;Die Gepäckmenge für die Inlandsflüge beträgt 23 kg. Dies gilt auch, wenn du auf der Langstrecke Premium Economy oder Business Class fliegst.
4;Habe ich auf den Galápagos-Inseln Zeit zum Tauchen oder Schnorcheln?;In der Reise sind mehrere Schnorchelgelegenheiten enthalten. Masken, Schnorchel und Flossen werden vor Ort gestellt, du kannst aber natürlich auch eigenes Equipment mitbringen. Neoprenanzüge (kurz oder lang) können bei Bedarf vorab über unsere Erlebnisberatung vorreserviert werden. Möglichkeiten zum Tauchen gibt es während der Reise nicht, hier ist eine individuelle Verlängerung ratsam. Kontaktiere dazu gern unsere Erlebnisberatung.
Guatemala;;
Nr.;Frage;Antwort
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Kanada;;
Nr.;Frage;Antwort
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Kolumbien;;
Nr.;Frage;Antwort
1;Ist für Kolumbien eine Gelbfieber-Impfung verpflichtend?;Nein, die Impfung ist nicht verpflichtend, wird jedoch dringend empfohlen.
2;Brauche ich für Kolumbien ein Visum?;Wenn du einen deutschen, österreichischen oder schweizerischen Pass hast, brauchst du kein Visum. Du musst allerdings vor der Ein- und Ausreise ein Online-Formular ausfüllen. Dieses findest du unter https://apps.migracioncolombia.gov.co/pre-registro/en/DatosViaje.
3;Was ist die beste Reisezeit für Kolumbien?;Generell kann Kolumbien ganzjährig bereist werden. Die Trockenzeiten (in unserem Winter und Sommer) sind dabei etwas beliebter als die Regenzeiten (im Frühling und Herbst).
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Wie viel Gepäck ist auf den Inlandsflügen in Kolumbien inkludiert?;Auf den meisten Strecken sind 23 kg Freigepäck inbegriffen. Die einzige Ausnahme bildet die Strecke Bogotá - Pitalito, dort hast du 15 kg Freigepäck. Diese können am Flughafen gegen eine geringe Gebühr auf 23 kg aufgestockt werden, häufig wird das große Gepäck der Gruppe allerdings auch auf dem Landweg transportiert und du packst für eine Übernachtung ein kleineres Gepäckstück (z. B. einen Rucksack oder eine kleine Sporttasche), welches du auf dem Flug mitnehmen kannst. Alle nötigen Informationen hierzu erhältst du von deiner Reiseleitung vor Ort.
2;Sind die Wanderungen anstrengend?;Die Wanderungen sind alle leicht bis mittelschwer und gut zu bewältigen. Die Wanderungen starten und enden i. d. R. am gleichen Punkt, sodass du bei Bedarf auch im Bus oder in der Unterkunft warten kannst, wenn du spontan eine Tour auslassen möchtest.
3;Kann ich meine Reise verlängern?;Du kannst gern früher an- oder später abreisen. Erkundige dich gern bei unserer Erlebnisberatung, welche Möglichkeiten es gibt.
Kuba;;
Nr.;Frage;Antwort
1;Wird ein Visum für Kuba benötigt?;Bis Ende 2025 sind die Touristenkarten gültig. Ab 2026 muss ein E-Visum online beantragt werden.
2;Wann ist die beste Reisezeit für Kuba?;Auf Kuba ist es ganzjährig warm, aber die Hochsaison ist November bis April
3;Ist eine Krankenversicherung für die Einreise verpflichtend?;Ja, ein e Auslandskrankenversicherung muss bei Einreise nachgewiesen werden.
4;Gibt es Internet/WLAN?;Ja es gibt Internet/WLAN ind en Unterkünften und Hotels. An öffentlich Orten nur teilweise. Das Internet ist nicht sehr beständig.
5;Wie sieht es aus mit der Lebensmittelknappheit?;Der Tourismussektor ist davon nicht so sehr betroffen. Die Hotels und Casas Particulares werden mit Lebensmitteln versorgt. Die Knappheit trifft eher die lokale Bevölkerung.
6;Was passiert bei einem Stromausfall?;Viele Hotels/Casas Particulares verfügen über Generatoren, wodurch eine gewisse Versorgung mit Strom gesichert ist. Diese werden allerdings meist mit Benzin betrieben. Also solang Benzin da ist, gibt es auch Strom. 
7;Was sind Casas Particulares?;Casas Particulares sind vergleichbar mit Pensionen. Diese sind privat geführt und versprühen einen familiären Charme.
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Wieviel Reiseleiter gibt es auf der Rundreise?;Bei dieser Reise haben wir 1 Reiseleiter und 1 Fahrer.
2;Mit welcher Airline wird nach Kuba geflogen?;Nach Kuba fliegen wir mit der Air Europa.
3;Kann man auf Kuba mit der Kreditkarte bezahlen?;Ja, aber da das Internet nicht allzu bestänsig ist, is auch Kreditkartenzahlung nicht zuverlässig. Es empfiehlt sich genügend Bargeld dabei zu haben in kleinen Scheinen. Das Abheben an Automaten ist ebenfalls nicht zuverlässig und kann unter Umständen sehr lange dauern.
Mexiko;;
Nr.;Frage;Antwort
1;Wieviele Stunden pro Tag sitzt man im Bus?;Das ist unterschiedlich und hängt von den Entfernungen ab. Die Kilometer pro Tag findest du in der Übersicht der Reise
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;MXOAX: Eigenanreise möglich?;Nein, diese Reise kann nur mit Flug gebucht werden
2;;
3;;
Nicaragua;;
Nr.;Frage;Antwort
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Panama;;
Nr.;Frage;Antwort
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Peru;;
Nr.;Frage;Antwort
1;Wie ist es mit der Höhenkrankheit?;Hat nichts mit Alter u. körperlicher Fitness zu tun, man tastet sich langsam in die Höhe vor, viel trinken ist wichtig, evtl. blutverdünnendes Mittel, Sauerstoff im Fahrzeug vorhanden, ggf. Rücksprache mit Hausarzt bei Herz-Kreislauf Vorerkrankungen
2;Beste Reisezeit;Trockenzeit (Mitte/ Ende März - Anfang/ Mitte November)
3;Schuhwerk;feste Schuhe mit gutem Profil, in denen man guten Halt hat
4;Geld;"Bezahlung mit Kreditkarte oder Bargeld; am besten Euro vor Ort tauschen (um Bankgebühren am Automaten zu sparen)"
5;Sicherheit;ja, an kann gut in der Gruppe nach Peru reisen, RL kennen sich aus, geben Tipps, man ist nicht allein unterwegs
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
USA;;
Nr.;Frage;Antwort
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
