Argentinien/Chile;;
1;Kann man überall rauchen?;Costa Rica nimmt sein Rauchergesetz ernst. Es wird darauf geachtet, dass nur in ausgewiesenen Bereichen geraucht wird. 
2;Wie schwer sind die Wanderungen?;Je nach Reise ist es unterschiedlich. Ruf uns hierzu an, damit wir dir konkrete Auskünfte zu deiner geplanten Reise geben können.
3;Braucht man eine gute Kondition, um alle Touren mitzumachen?;"Nein, i.d.R.  Reicht eine ""normale"" Kondition aus."
4;In welcher Höhe ist man maximal unterwegs?;Je nach Reise ist es unterschiedlich.
5;Welche Unterschiede gibt es zwischen der Pazifik- und Karibikküste bei Fauna und Flora?;
6;Welche Stromadapter brauche ich?;Am besten hier schauen: https://www.welt-steckdosen.de/
7;Wie lange dauert der Flug?;Von Frankfurt nach San José nonstopp ca. 12h
8;"Kann ich auch mal ""aussetzen"" mit den Touren/Ausflügen?";Frag die RL an welchem Tag du im Hotel bleiben kannst, weil dieselbe Unterkunft wie am Vortag oder du fährst mit und wartest am/im Bus. 
9;Muss ich Moskitonetze mitbringen?;Nein, das ist nicht notwendig. Dort, wo vermehrt Moskitos auftreten, verfügen die Unterkünfte in der Regel über entsprechende Vorkehrungen. In anderen Unterkünften bestehen auch in der Regel keine Möglichkeiten, Netze anzubringen. 
10;Schuhwerk;Feste Schuhe mit guter Profilsohle, schon eingetragen
11;Welche Zahlungsmittel und Währungen sind empfohlen?;Am besten hast du eine Kreditkarte (Visa oder Master), die für Costa Rica freigeschaltet wurde. Vor Ort kannst du mit US-Dollar bezahlen. An Geldautomaten erhältst du die lokale Währung CRC (Costa Rica Colón). Wenn du davon etwas am Ende der Tour übrig hast, kannst du sie gern in den Trinkgeldbeutel geben. US-Dollar kannst du zu Hause auch wieder zurücktauschen.
12;Welche Flüge sind nach Costa Rica vorgesehen?;Wir fliegen in der Regel mit der Lufthansa auf den Direktflügen von Frankfurt nach San José und zurück. Der Hinflug ist ein Tagflug, du kommst noch am selben Tag an. Zurück geht es durch die Nacht mit Ankunft am nächsten Tag.
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;CRMON: gibt es in allen Unterkünften im Regenwald Internetzugang?;
2;Wie wird der Transfer auf der Tortuguero-Reise (CRTOR) vom Tango Mar zum Flughafen gestaltet?;Der Transferbus bringt dich vom Tango-Mar-Hotel zur Fähre. Auf diese gehst du selbstständig mit deinem Gepäck und fährst über den Golf von Nicoya. Am Ankunftshafen erwartet dich wieder das Transferauto und bringt dich direkt zum Flughafen San José.
3;Kann man im Pazifik baden?;Der Pazifik ist von starken Strömungen geprägt, sodass das Baden - insbesondere das Schwimmen - oft nicht möglich ist. Die meisten unserer Unterkünfte verfügen für die Abkühlung über herrliche Pools. Und ein Strandspaziergang ist jederzeit möglich. 
4;CRMIR: kann man, obwohl die Reise in Panama endet, treotzdem ein Anschlussprogramm in Costa Rica buchen?;Da der Rückflug von Panama City sowieso über San José geht, kann man auch in Costa Rica ein Anschlussprogramm buchen.
Ecuador;;
Nr.;Frage;Antwort
1;Wann ist die beste Reisezeit für Ecuador?;Ecuador ist ein ganzjähriges Reiseziel. Die meisten Regionen haben eine Regen- und Trockenzeit. Welche Reisezeit für dich am besten geeignet ist, ist auch davon abhängig, worauf dein Fokus liegt (z. B. Tierbeobachtungen auf Galápagos). Kontaktiere zu diesem Thema gern unsere Erlebnisberatung.
2;Welche Impfungen brauche ich für Ecuador?;Ecuador schreibt für alle Personen unter 60 Jahren eine Gelbfieberimpfung vor, wenn man aus einem Gelbfiebergebiet (z. B. Peru) einreist. Bei direkter Einreise aus Europa ist keine Impfung verpflichtend. Wenden Sie sich bei Fragen rund ums Thema Impfungen am besten an Ihre Hausarztpraxis oder z. B. das BCRT.
3;Welche Währung brauche ich für Ecuador?;In Ecuador wird mit US-Dollar bezahlt, es gibt dort keine eigene Landeswährung mehr.
4;Muss ich vor der Reise Euro in Landeswährung tauschen?;Wenn du noch US-Dollar von einer vergangenen Reise hast, nimm diese gern mit. Ansonsten kannst du problemlos vor Ort Euro in US-Dollar tauschen. In den meisten Orten kannst du auch mit deiner Kreditkarte US-Dollar abheben.
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Ist man auf der Ecuador-Reise in Malariagebieten unterwegs?;Nein, die Reiseroute befindet sich vollständig außerhalb von Malariagebieten. Guter Insektenschutz ist trotzdem sehr zu Empfehlen, besonders im Regenwald und auf Galápagos.
2;Sind die Wanderungen auf der Reise anstrengend?;Die meisten inbegriffenen Wanderungen sind leicht bis mittelschwer. Für die Wanderung im Regenwald ist aufgrund steiler Abhänge und des matschigen Untergrundes sehr gute Trittsicherheit erforderlich.
3;Wie viel Gepäck ist bei den Inlandsflügen nach und von Galápagos inbegriffen?;Die Gepäckmenge für die Inlandsflüge beträgt 23 kg. Dies gilt auch, wenn du auf der Langstrecke Premium Economy oder Business Class fliegst.
4;Habe ich auf den Galápagos-Inseln Zeit zum Tauchen oder Schnorcheln?;In der Reise sind mehrere Schnorchelgelegenheiten enthalten. Masken, Schnorchel und Flossen werden vor Ort gestellt, du kannst aber natürlich auch eigenes Equipment mitbringen. Neoprenanzüge (kurz oder lang) können bei Bedarf vorab über unsere Erlebnisberatung vorreserviert werden. Möglichkeiten zum Tauchen gibt es während der Reise nicht, hier ist eine individuelle Verlängerung ratsam. Kontaktiere dazu gern unsere Erlebnisberatung.
Guatemala;;
Nr.;Frage;Antwort
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
Kanada;;
Nr.;Frage;Antwort
1;Brauche ich für Kanada ein Visum?;Nein, aber es es muss eine elektronische Reisegenehmigung beantragt werden (eTA). Die Bearbeitungszeit beträgt in der Regel 1-3 Tage und ist kostenpflichtig.
2;Passdaten / Passkopien;werden vorab nicht von uns benötigt
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;CAROC: Sind die Wanderungen anstrengend?;Die Wanderungen sind mittelmäßig anstrengend, du solltest einigermaßen fit sein. Alternativ kannst du aber auch eine Wanderung ausfallen lassen und auf die Gruppe warten.
2;CAROC: ;
3;CAQUE: Ist die Reise anstrengend?;Nein, die Reise ist nicht besonders anstrengend,  eher durchschnittlich. Die Gruppe wird vor Ort von der Reiseleitung eingeschätzt und die Wanderungen können entsprechend angepasst werden.
4;CAQUE: Müssen die optionalen Aktivitäten vorab angemeldet werden;Nein, die Anmeldung und Bezahlung erfolgt jeweils vor Ort.
5;CAQUE: Gibt es für die Reise ein Anschlussprogramm?;Nein, wir bieten kein Anschlussprogramm an. 
6;CAQUE: Kann man früher anreisen und schon ein paar Tage in Toronto verbringen?;Ja, wir können die Flüge entsprechend anpassen und Vorübernachtungen im Gruppenhotel in Toronto buchen.
7;CAQUE: Kann man später abreisen und noch ein paar Tage in Québec City oder in Montreal verbringen?;Ja, wir können die Flüge entsprechend anpassen und Zusatzübernachtungen im Gruppenhotel in Québec City oder Montreal buchen.
8;CAQUE: Wann ist die beste Reisezeit?;Vor allem der Indian Summer von Anfang/MItte September bis Mitte/Ende Oktoberist ist sehr zu empfehlen.
Kolumbien;;
Nr.;Frage;Antwort
1;Ist für Kolumbien eine Gelbfieber-Impfung verpflichtend?;Nein, die Impfung ist nicht verpflichtend, wird jedoch dringend empfohlen.
2;Brauche ich für Kolumbien ein Visum?;Wenn du einen deutschen, österreichischen oder schweizerischen Pass hast, brauchst du kein Visum. Du musst allerdings vor der Ein- und Ausreise ein Online-Formular ausfüllen. Dieses findest du unter https://apps.migracioncolombia.gov.co/pre-registro/en/DatosViaje.
3;Was ist die beste Reisezeit für Kolumbien?;Generell kann Kolumbien ganzjährig bereist werden. Die Trockenzeiten (in unserem Winter und Sommer) sind dabei etwas beliebter als die Regenzeiten (im Frühling und Herbst).
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Wie viel Gepäck ist auf den Inlandsflügen in Kolumbien inkludiert?;Auf den meisten Strecken sind 23 kg Freigepäck inbegriffen. Die einzige Ausnahme bildet die Strecke Bogotá - Pitalito, dort hast du 15 kg Freigepäck. Diese können am Flughafen gegen eine geringe Gebühr auf 23 kg aufgestockt werden, häufig wird das große Gepäck der Gruppe allerdings auch auf dem Landweg transportiert und du packst für eine Übernachtung ein kleineres Gepäckstück (z. B. einen Rucksack oder eine kleine Sporttasche), welches du auf dem Flug mitnehmen kannst. Alle nötigen Informationen hierzu erhältst du von deiner Reiseleitung vor Ort.
2;Sind die Wanderungen anstrengend?;Die Wanderungen sind alle leicht bis mittelschwer und gut zu bewältigen. Die Wanderungen starten und enden i. d. R. am gleichen Punkt, sodass du bei Bedarf auch im Bus oder in der Unterkunft warten kannst, wenn du spontan eine Tour auslassen möchtest.
3;Kann ich meine Reise verlängern?;Du kannst gern früher an- oder später abreisen. Erkundige dich gern bei unserer Erlebnisberatung, welche Möglichkeiten es gibt.
Kuba;;
Nr.;Frage;Antwort
1;
2;Wann ist die beste Reisezeit für Kuba?;Auf Kuba ist es ganzjährig warm, aber die Hochsaison ist November bis April
3;Ist eine Krankenversicherung für die Einreise verpflichtend?;Ja, ein e Auslandskrankenversicherung muss bei Einreise nachgewiesen werden.
4;Gibt es Internet/WLAN?;Ja es gibt Internet/WLAN ind en Unterkünften und Hotels. An öffentlich Orten nur teilweise. Das Internet ist nicht sehr beständig.
5;Wie sieht es aus mit der Lebensmittelknappheit?;Der Tourismussektor ist davon nicht so sehr betroffen. Die Hotels und Casas Particulares werden mit Lebensmitteln versorgt. Die Knappheit trifft eher die lokale Bevölkerung.
6;Was passiert bei einem Stromausfall?;Viele Hotels/Casas Particulares verfügen über Generatoren, wodurch eine gewisse Versorgung mit Strom gesichert ist. Diese werden allerdings meist mit Benzin betrieben. Also solang Benzin da ist, gibt es auch Strom. 
7;Was sind Casas Particulares?;Casas Particulares sind vergleichbar mit Pensionen. Diese sind privat geführt und versprühen einen familiären Charme.
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;Wieviel Reiseleiter gibt es auf der Rundreise?;Bei dieser Reise haben wir 1 Reiseleiter und 1 Fahrer.
2;Mit welcher Airline wird nach Kuba geflogen?;Nach Kuba fliegen wir mit der Air Europa.
3;Kann man auf Kuba mit der Kreditkarte bezahlen?;Ja, aber da das Internet nicht allzu bestänsig ist, is auch Kreditkartenzahlung nicht zuverlässig. Es empfiehlt sich genügend Bargeld dabei zu haben in kleinen Scheinen. Das Abheben an Automaten ist ebenfalls nicht zuverlässig und kann unter Umständen sehr lange dauern.
Mexiko;;
Nr.;Frage;Antwort
1;Wieviele Stunden pro Tag sitzt man im Bus?;Das ist unterschiedlich und hängt von den Entfernungen ab. Die Kilometer pro Tag findest du in der Übersicht der Reise
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;MXOAX: Eigenanreise möglich?;Nein, diese Reise kann nur mit Flug gebucht werden
2;;
3;;
Nicaragua;;
Nr.;Frage;Antwort
1;Muss ich mich selbst um die Einreiseformulare für Nicaragua kümmern?;Nein, das übernimmt unsere Agentur vor Ort, dazu benötigen wir vorab deine Passkopie.
2;Stimmt es, dass keine Kameras mit nach Nicaragua genommen werden dürfen?;Ja, aktuell verbietet die Regierung Nicaraguas (erneut und ohne Vorlauffrist) das Einführen von Kameras, Ferngläser, Drohnen und weiteren optischen Geräten. Daher wird deine Reiseleitung deine Kameras und Ferngläser einsammeln und beim costa-ricanischen Busfahrer in Obhut lassen. Du kannst in Nicaragua aber Fotos mit deinem Handy machen. Sobald ihr in Costa Rica zurück seid, wird dir deine Ausrüstung wieder von eurem Busfahrer übergeben. Dies finden wir sicherer, als die Ausrüstung von den Grenzbehörden verwalten zu lassen. 
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;siehe oben;
2;;
3;;
Panama;;
Nr.;Frage;Antwort
1;kann ich direkt von Panama nach Frankfurt fliegen?;Die Reise endet in Panama City. Der Rückflug erfolgt aber wieder über San José nach Frankfurt.
2;Gibt es in Panama ein Anschlussprogramm?;Ja, wir bieten das Anschlussprogramm Bocas del Toro an. Hier kannst du auf der Isla Colón noch ein paar Tage am Strand entspannen und die Reise ausklingen lassen.
3;fährt man durch die Miraflores-Schleuse?;Du fährst mit dem Boot auf dem Panama-Kanal, aber nicht direkt durch die Schleuse. 
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;siehe oben;
2;;
3;;
Peru;;
Nr.;Frage;Antwort
1;Wie ist es mit der Höhenkrankheit?;Hat nichts mit Alter u. körperlicher Fitness zu tun, man tastet sich langsam in die Höhe vor, viel trinken ist wichtig, evtl. blutverdünnendes Mittel, Sauerstoff im Fahrzeug vorhanden, ggf. Rücksprache mit Hausarzt bei Herz-Kreislauf Vorerkrankungen
2;Beste Reisezeit;Trockenzeit (Mitte/ Ende März - Anfang/ Mitte November)
3;Schuhwerk;feste Schuhe mit gutem Profil, in denen man guten Halt hat
4;Geld;"Bezahlung mit Kreditkarte oder Bargeld; am besten Euro vor Ort tauschen (um Bankgebühren am Automaten zu sparen)"
5;Sicherheit;ja, an kann gut in der Gruppe nach Peru reisen, RL kennen sich aus, geben Tipps, man ist nicht allein unterwegs
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
USA;;
Nr.;Frage;Antwort
1;;
2;;
3;;
4;;
5;;
6;;
7;;
8;;
9;;
10;;
;Reisenspezifische Fragen:;Reisenspezifische Antworten
1;;
2;;
3;;
